0,3.15635,4.00455,4.8001,9.31267,10.3164,20.2143,11.8457,18.7393,6.18934,22.0406
0,3.56531,3.25887,9.46615,9.36825,12.8806,17.1698,21.5805,29.4492,10.2783,17.4072
0,3.77401,6.49349,5.97034,17.0491,27.1552,44.8813,36.7614,5.32943,4.23493,4.63507
0,3.92386,3.93141,5.9409,9.47218,8.86408,18.0464,27.8223,17.356,23.6347,24.7587
0,8.91227,13.0276,4.11701,3.87239,4.45944,7.13044,24.1259,10.1847,11.9625,20.6603
0,5.8778,5.12135,29.6107,20.4352,45.8916,27.1485,20.7055,35.5949,17.5044,11.6654
0,4.59246,12.5387,21.4806,43.693,17.7755,6.75494,30.8997,22.8753,6.28922,10.4069
0,3.53212,10.9353,9.06828,9.07433,20.5199,2.28806,8.07642,14.8073,6.02513,13.8395
0,4.4652,3.21507,15.1141,16.2612,25.8177,36.7935,35.8377,32.7849,11.5312,16.3479
0,6.26279,8.47855,13.8225,21.4404,14.4042,20.5226,28.8527,28.4583,17.4776,10.0201
0,9.20678,10.1719,4.67224,14.162,10.2185,9.27949,8.0344,10.8017,37.0374,15.5304
0,4.74764,25.2103,13.0312,11.8397,1.60367,10.1913,14.5041,31.7774,32.633,26.7368
0,6.99141,3.49478,4.5049,6.62087,13.4893,18.9984,19.6532,28.255,16.5319,13.7588
0,3.336,4.81182,10.2613,7.01042,11.3045,19.7371,13.6612,17.698,25.1835,27.9272
0,15.0014,9.22257,8.61436,17.4658,29.2964,15.3635,0.765807,4.71858,13.7466,16.4691
0,5.6565,11.2277,9.80647,14.8878,5.27373,1.59603,9.14224,32.6871,22.767,22.5773
0,3.53783,10.679,10.1733,19.2596,25.0164,14.9353,6.2539,4.0722,1.31216,2.95998
0,3.17573,4.3226,5.3071,3.57541,4.60533,5.00836,21.9239,53.1757,38.2777,2.27411
0,8.06892,14.5401,6.47322,14.2747,24.2238,52.5937,43.2097,28.6975,22.2295,5.56433
0,3.39708,20.836,14.6147,14.1913,18.4342,14.5639,26.4395,24.3921,17.5317,2.08276
0,6.23819,0.546038,10.1704,9.76799,34.0279,19.3865,8.60723,11.6232,11.1894,11.4795
0,3.08207,9.91866,16.6538,16.7017,14.3399,10.0921,11.5194,22.2804,40.3398,30.0112
0,3.70151,3.58496,4.56907,9.38781,17.1811,12.3097,24.2247,9.82565,8.2066,10.3608
0,5.23049,3.70724,4.73725,4.50751,12.9409,10.3653,1.41675,9.37936,10.7008,24.8954
0,8.46237,19.2437,19.5032,27.3408,18.9279,25.7184,1.09023,4.13949,0.544937,10.4418
0,7.07883,18.071,13.0083,28.8143,16.544,13.7265,11.3961,18.4457,19.635,10.8219
